 Ã¤¼ö ÀÏÀÚ,No,¿¬µµ,¿ù,Á¶»çÈ¸Â÷,¼ö°è¸í,Áß±Ç¿ª¸í,ÃøÁ¤¼Ò¸í,¼ö½É,À½ÀÌ¿Â°è¸éÈ°¼ºÁ¦,À¯·®,¾ÈÆ¼¸ó,ºñ¼Ò,¹Ù·ý,º¥Á¨,»ý¹°È­ÇÐÀû»ê¼Ò¿ä±¸·®,»ç¿°È­Åº¼Ò,Ä«µå¹Å,Å¬·Î·ÎÆ÷¸§,¿°¼ÒÀÌ¿Â,Å¬·Î·ÎÇÊ,½Ã¾È,È­ÇÐÀû»ê¼Ò¿ä±¸·®,»öµµ,Å©·Ò,°¡Å©·Ò,±¸¸®,´ÙÀÌÅ¬·Î·Î¿¡Åº,´ÙÀÌÅ¬·Î·Î¸ÞÅº,´ÙÀÌ¿¡Æ¿Çí½ÇÇÁÅ»·¹ÀÌÆ®,´ÙÀÌ¿Á¼¼ÀÎ,¿ëÁ¸»ê¼Ò,¿ëÁ¸ÃÑÁú¼Ò,¿ëÁ¸ÃÑÀÎ,Àü±âÀüµµµµ,ºÐ¿ø¼º´ëÀå±Õ±º,¿ëÇØ¼ºÃ¶,ºÒ¼Ò,Çí»çÅ¬·Î·Îº¥Á¨,Æ÷¸§¾Ëµ¥È÷µå,¼öÀº,¿ëÇØ¼º¸Á°£,¾Ï¸ð´Ï¾Æ¼ºÁú¼Ò,³ë¸»Çí»êÃßÃâ¹°Áú,´ÏÄÌ,Áú»ê¼ºÁú¼Ò,À¯±âÀÎ,³³,Æú¸®Å¬·Î¸®³×ÀÌÆ¼µåºñÆä´Ò,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,¼ö¼ÒÀÌ¿Â³óµµ,Æä³î·ù,ÀÎ»ê¿°ÀÎ,¼¿·¹´½,ºÎÀ¯¹°Áú,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,ÃÑ´ëÀå±Õ±º,¼ö¿Â,ÃÑÁú¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÀÎ,Åõ¸íµµ,¾Æ¿¬
2018-03-12,13652,2018,3,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,1.2,0.00,3.0,,,0.000,,,,0,,11.2,1.371,0.007,188.0,0,,,,,0.0000000,,0.086,,,0.980,,0.00000,,,8.4,,0.000,,1.2,,35,7.0,1.469,2.0,0.010,,
2018-04-09,13899,2018,4,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,1.2,,,,0.0,4.2,,3.0,,,,,,,0,,9.8,1.652,0.013,120.0,0,,,,,,,0.593,,,0.950,,,,,8.5,0.000,0.003,,1.2,,48,14.0,1.859,2.0,0.016,3.2,
2018-04-09,14023,2018,4,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.1,,,,,,,1.3,,,,0.0,4.1,,3.2,,,,,,,0,,9.8,2.079,0.015,126.0,2,,,,,,,0.532,,,1.010,,,,,8.4,,0.004,,1.0,,100,13.0,2.211,2.1,0.019,,
2018-04-09,14141,2018,4,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.0,,,,,,,1.4,,,,0.0,3.8,,3.2,,,,,,,0,,9.8,1.985,0.014,131.0,0,,,,,,,0.616,,,1.070,,,,,8.3,,0.003,,0.9,,66,13.0,2.181,2.1,0.017,,
2018-05-15,14466,2018,5,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,1.2,,,,0.0,1.7,,2.6,,,,,,,0,,9.6,1.142,0.004,82.0,1,,,,,,,0.052,,,0.730,,,,,8.8,0.000,0.000,,0.8,,3300,20.0,1.313,1.8,0.006,3.2,
2018-05-15,14589,2018,5,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.4,,,,,,,1.4,,,,0.0,2.8,,3.0,,,,,,,0,,9.6,1.076,0.012,82.0,11,,,,,,,0.105,,,0.760,,,,,8.6,,0.002,,0.9,,7500,19.0,1.312,2.0,0.014,,
2018-05-15,14711,2018,5,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.4,,,,,,,1.4,,,,0.0,2.8,,2.9,,,,,,,0,,8.2,1.161,0.021,89.0,1,,,,,,,0.135,,,0.750,,,,,8.2,,0.003,,1.2,,6900,16.0,1.399,1.9,0.027,,
2018-06-11,14968,2018,6,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,3.8,0.00,2.8,,,0.000,,,,0,,8.2,0.983,0.005,89.0,7,,,,,0.0000000,,0.112,,,0.670,,0.00000,,,8.4,0.000,0.001,,0.4,,1000,24.0,1.052,1.9,0.006,2.5,
2018-06-11,15098,2018,6,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,3.9,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,3.9,0.00,2.6,,,0.000,,,,0,,8.2,1.400,0.005,89.0,7,,,,,0.0000000,,0.130,,,0.620,,0.00000,,,8.5,,0.002,,1.4,,3000,24.0,1.585,1.8,0.006,,
2018-06-11,15224,2018,6,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.2,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,5.1,0.00,2.7,,,0.000,,,,0,,5.0,1.352,0.006,95.0,6,,,,,0.0000000,,0.154,,,0.630,,0.00000,,,8.4,,0.003,,2.0,,20,21.0,1.684,1.8,0.007,,
2018-07-09,15456,2018,7,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,1.6,,,,0.0,16.3,,3.3,,,,,,,0,,9.2,1.619,0.023,62.0,20,,,,,,,0.135,,,0.860,0.0000,,0.0000,,8.8,0.000,0.005,,4.1,,2100,22.0,1.628,2.5,0.038,1.2,
2018-07-09,15587,2018,7,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.3,,,,,,,1.5,,,,0.0,12.2,,3.3,,,,,,,0,,8.7,1.530,0.016,62.0,1200,,,,,,,0.119,,,0.900,,,,,8.6,,0.005,,4.4,,16000,22.0,1.633,2.5,0.041,,
2018-07-09,15712,2018,7,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.2,,,,,,,1.6,,,,0.0,10.6,,3.4,,,,,,,0,,8.0,1.496,0.008,52.0,50,,,,,,,0.151,,,0.900,,,,,8.5,,0.000,,1.0,,1800,20.0,1.554,2.6,0.027,,
2018-08-16,16064,2018,8,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.4,,,,,,,1.4,,,,0.0,13.6,,4.3,,,,,,,0,,7.1,0.874,0.017,99.0,4,,,,,,,0.112,,,0.140,,,,,9.0,0.000,0.000,,3.4,,180,31.0,1.130,3.2,0.028,1.2,
2018-08-16,16187,2018,8,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,2.7,,,,,,,1.3,,,,0.0,14.4,,4.1,,,,,,,0,,6.7,0.916,0.025,94.0,0,,,,,,,0.267,,,0.180,,,,,8.9,,0.000,,3.4,,5,31.0,1.331,3.0,0.034,,
2018-08-16,16307,2018,8,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,1.2,,,,0.0,14.8,,3.8,,,,,,,0,,2.6,0.961,0.020,101.0,2,,,,,,,0.129,,,0.200,,,,,8.6,,0.000,,2.7,,9,30.0,1.336,2.8,0.029,,
2018-09-10,16554,2018,9,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,,0.00,,0.0000,0.00000,,0.0000,1.5,0.0000,0.00000,0.000,0.0,21.4,0.00,4.1,,,0.000,,0.0000,0.0000,0,0.000,10.3,1.529,0.018,60.0,17,,,0.000,,0.0000000,,0.123,,,1.360,,0.00000,,,8.6,0.000,0.005,,7.4,0.000,1000,23.0,1.675,2.8,0.046,1.0,
2018-09-10,16686,2018,9,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,19.2,0.00,4.1,,,0.000,,,,0,,7.8,0.953,0.032,58.0,2,,,,,0.0000000,,0.092,,,0.610,,0.00000,,,8.4,,0.004,,5.3,,3000,22.0,0.994,2.8,0.054,,
2018-09-10,16812,2018,9,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,10.3,0.00,4.2,,,0.000,,,,0,,7.2,1.152,0.041,59.0,13,,,,,0.0000000,,0.105,,,0.680,,0.00000,,,8.4,,0.005,,5.4,,22000,21.0,1.163,2.9,0.059,,
2018-10-15,17089,2018,10,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,1.8,,,,0.0,4.3,,3.9,,,,,,,0,,7.7,1.210,0.041,46.0,180,,,,,,,0.092,,,0.440,,,,,7.7,0.000,0.027,,3.7,,1000,18.0,1.375,2.7,0.072,0.6,
2018-10-15,17214,2018,10,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.6,,,,,,,1.7,,,,0.0,4.2,,3.5,,,,,,,0,,7.4,1.452,0.043,43.0,100,,,,,,,0.098,,,0.801,,,,,7.0,,0.029,,3.8,,33000,17.5,1.614,2.6,0.060,,
2018-10-15,17337,2018,10,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.5,,,,,,,1.6,,,,0.0,4.0,,3.0,,,,,,,0,,7.5,1.744,0.022,45.0,2300,,,,,,,0.086,,,1.446,,,,,6.8,,0.015,,6.3,,72000,17.4,1.846,2.2,0.046,,
2018-11-14,17639,2018,11,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,1.3,,,,0.0,10.3,,2.8,,,,,,,0,,9.2,1.195,0.010,75.0,50,,,,,,,0.085,,,0.522,,,,,7.6,0.000,0.007,,2.2,,300,14.6,1.256,2.0,0.023,2.3,
2018-11-14,17766,2018,11,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,,,,,,,1.5,,,,0.0,12.1,,3.2,,,,,,,0,,9.0,1.264,0.013,74.0,69,,,,,,,0.110,,,0.524,,,,,7.2,,0.005,,3.3,,100,14.5,1.315,2.2,0.037,,
2018-11-14,17891,2018,11,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,,,,,,,1.6,,,,0.0,13.2,,3.2,,,,,,,0,,8.6,1.234,0.011,76.0,720,,,,,,,0.203,,,0.524,,,,,7.1,,0.005,,5.9,,1300,14.2,1.549,2.3,0.059,,
2018-12-10,18146,2018,12,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,6.2,0.00,2.8,,,0.000,,,,0,,10.2,1.322,0.010,76.0,22,,,,,0.0000000,,0.091,,,0.800,,0.00000,,,7.9,0.000,0.004,,3.2,,200,9.1,1.379,1.8,0.020,1.9,
2018-12-10,18276,2018,12,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.5,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,6.0,0.00,2.7,,,0.000,,,,0,,9.6,1.258,0.010,76.0,19,,,,,0.0000000,,0.113,,,0.700,,0.00000,,,7.6,,0.004,,3.1,,48,9.1,1.432,1.8,0.019,,
2018-12-10,18402,2018,12,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,6.1,0.00,2.7,,,0.000,,,,0,,9.5,1.423,0.011,76.0,27,,,,,0.0000000,,0.195,,,0.700,,0.00000,,,7.6,,0.004,,3.0,,58,9.1,1.756,1.8,0.018,,
2019-01-07,18644,2019,1,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,1.6,,,,0.0,3.5,,2.0,,,,,,,0,,11.8,1.518,0.008,84.0,3,,,,,,,0.093,,,0.800,,,,,7.8,0.000,0.000,,1.2,,7,4.9,1.590,1.8,0.017,3.0,
2019-01-07,18768,2019,1,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,1.6,,,,0.0,4.0,,2.1,,,,,,,0,,11.3,1.381,0.002,84.0,3,,,,,,,0.096,,,0.800,,,,,7.7,,0.000,,0.9,,15,4.8,1.469,1.9,0.013,,
2019-01-07,18885,2019,1,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.0,,,,,,,1.2,,,,0.0,4.8,,1.9,,,,,,,0,,10.9,1.372,0.006,85.0,3,,,,,,,0.097,,,0.800,,,,,7.6,,0.000,,1.8,,9,4.9,1.338,1.8,0.016,,
2019-02-12,19181,2019,2,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.4,,,,,,,0.7,,,,0.0,3.7,,2.0,,,,,,,0,,12.2,0.734,0.000,96.0,1,,,,,,,0.051,,,1.000,,,,,7.9,0.000,0.000,,0.0,,6,4.8,1.208,1.8,0.010,3.2,
2019-02-12,19303,2019,2,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.7,,,,,,,1.0,,,,0.0,4.0,,2.8,,,,,,,0,,12.0,0.849,0.004,96.0,4,,,,,,,0.042,,,1.000,,,,,7.9,,0.000,,0.0,,5,4.7,1.373,1.6,0.013,,
2019-02-12,19417,2019,2,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.3,,,,,,,0.8,,,,0.0,3.8,,2.1,,,,,,,0,,11.8,0.882,0.005,96.0,5,,,,,,,0.052,,,1.000,,,,,7.9,,0.000,,0.0,,3,4.7,1.581,1.7,0.012,,
2019-03-11,19702,2019,3,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,0.00,,0.0000,0.00000,,0.0000,1.4,0.0000,0.00000,0.000,0.0,5.0,0.00,1.5,,,0.000,,0.0000,0.0000,0,0.000,11.8,0.750,0.002,109.0,0,,,0.000,0.000,0.0000000,,0.061,,,1.200,,0.00000,,0.000,8.2,0.000,0.000,,1.2,0.000,36,9.4,0.963,1.7,0.006,3.2,
2019-03-11,19822,2019,3,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,0.0000,1.9,0.0000,0.00000,0.000,0.0,5.9,0.00,2.2,,,0.000,,0.0000,0.0000,0,0.000,11.8,0.990,0.008,109.0,0,,,0.000,0.000,0.0000000,,0.065,,,1.200,,0.00000,,0.000,8.2,0.000,0.000,,1.2,0.000,61,9.3,1.069,1.8,0.010,,
2019-03-11,19934,2019,3,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,0.0000,1.9,0.0000,0.00000,0.000,0.0,5.3,0.00,2.1,,,0.000,,0.0000,0.0000,0,0.000,10.2,0.893,0.002,110.0,0,,,0.000,0.000,0.0000000,,0.057,,,1.200,,0.00000,,0.000,8.0,0.000,0.000,,2.4,0.000,53,7.0,0.926,1.7,0.011,,
2019-04-08,20186,2019,4,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,0.7,,,,0.0,1.4,,4.9,,,,,,,0,,10.4,2.425,0.004,114.0,0,,,,,,,0.060,,,1.200,,,,,8.0,0.000,0.007,,2.4,,84,13.4,2.479,1.6,0.009,3.2,
2019-04-08,20315,2019,4,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.2,,,,,,,1.1,,,,0.0,2.1,,4.7,,,,,,,0,,10.4,2.244,0.006,115.0,1,,,,,,,0.064,,,1.200,,,,,8.0,0.000,0.003,,1.6,,164,12.6,2.473,1.7,0.006,,
2019-04-08,20440,2019,4,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.2,,,,,,,1.4,,,,0.0,2.5,,4.4,,,,,,,0,,10.0,2.411,0.004,118.0,0,,,,,,,0.059,,,1.200,,,,,7.9,0.000,0.006,,1.2,,19,11.9,2.518,1.6,0.008,,
2019-05-07,20712,2019,5,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,1.1,,,,0.0,2.3,,2.6,,,,,,,0,,9.5,1.030,0.001,93.0,0,,,,,,,0.063,,,0.800,,,,,8.1,0.000,0.000,,1.2,,32,19.0,1.197,1.7,0.005,5.0,
2019-05-07,20821,2019,5,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.4,,,,,,,1.5,,,,0.0,2.6,,2.6,,,,,,,0,,9.4,1.106,0.005,104.0,1,,,,,,,0.059,,,0.800,,,,,7.9,0.000,0.003,,1.2,,14,18.4,1.688,1.7,0.006,,
2019-05-07,20930,2019,5,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.0,,,,,,,2.0,,,,0.0,3.1,,2.9,,,,,,,0,,5.0,1.309,0.009,105.0,55,,,,,,,0.064,,,0.800,,,,,7.3,0.000,0.007,,4.0,,13,13.9,2.159,1.7,0.025,,
2019-06-10,21240,2019,6,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.3,0.00,,0.0000,0.00000,,,0.3,,0.00000,,0.0,3.1,0.00,4.0,,,0.000,,,,0,,9.6,0.469,0.001,90.0,0,,,,,0.0000000,,0.012,,,0.300,,0.00000,,,9.1,0.000,0.003,,1.2,,120,24.2,0.733,2.1,0.007,2.5,
2019-06-10,21367,2019,6,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.5,0.00,,0.0000,0.00000,,,0.3,,0.00000,,0.0,3.4,0.00,3.8,,,0.000,,,,0,,10.0,0.517,0.001,84.0,1,,,,,0.0000000,,0.012,,,0.300,,0.00000,,,9.0,0.000,0.004,,2.0,,148,23.7,0.631,2.1,0.009,,
2019-06-10,21486,2019,6,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,0.3,,0.00000,,0.0,6.9,0.00,3.4,,,0.000,,,,0,,1.0,0.812,0.002,81.0,16,,,,,0.0000000,,0.083,,,0.300,,0.00000,,,7.2,0.000,0.012,,6.4,,186,17.5,0.779,1.9,0.015,,
2019-07-08,21758,2019,7,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,0.7,,,,0.0,1.7,,3.7,,,,,,,0,,8.7,0.150,0.006,86.0,3,,,,,,,0.003,,,0.200,0.0000,,0.0000,,8.7,0.000,0.002,,2.0,,1300,26.6,0.180,2.5,0.013,3.5,
2019-07-08,21890,2019,7,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,0.7,,,,0.0,2.4,,3.9,,,,,,,0,,8.7,0.132,0.007,66.0,31,,,,,,,0.006,,,0.500,0.0000,,0.0000,,8.4,0.000,0.004,,2.4,,2420,24.4,0.165,2.2,0.017,,
2019-07-08,22019,2019,7,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,,,,,,,1.2,,,,0.0,2.1,,4.3,,,,,,,0,,5.6,0.148,0.009,57.0,59,,,,,,,0.008,,,0.500,0.0000,,0.0000,,7.6,0.000,0.026,,18.4,,2420,20.0,0.184,2.0,0.028,,
2019-08-12,22356,2019,8,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,,,,,,,1.0,,,,0.0,0.4,,3.9,,,,,,,0,,7.5,0.967,0.011,63.0,0,,,,,,,0.042,,,0.500,,,,,8.3,0.000,0.005,,2.4,,548,29.8,1.139,1.9,0.038,3.0,
2019-08-12,22486,2019,8,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.0,,,,,,,0.4,,,,0.0,0.3,,4.1,,,,,,,0,,1.2,1.339,0.013,72.0,0,,,,,,,0.053,,,0.500,,,,,7.3,0.000,0.009,,2.0,,119,24.0,1.580,1.9,0.019,,
2019-08-12,22615,2019,8,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.0,,,,,,,0.5,,,,0.0,0.5,,4.0,,,,,,,0,,1.0,0.949,0.012,47.0,0,,,,,,,0.053,,,0.600,,,,,7.1,0.000,0.006,,1.6,,205,19.8,2.059,2.2,0.021,,
2019-09-09,22853,2019,9,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.3,0.00,,0.0000,0.00000,,0.0000,1.3,0.0000,0.00000,0.000,0.0,3.6,0.00,9.0,,,0.000,,0.0000,0.0000,0,0.000,9.6,0.940,0.007,64.0,8,,,0.000,0.000,0.0000000,,0.016,,,0.300,,0.00000,,0.000,8.9,0.000,0.011,,4.4,0.000,1120,26.3,1.138,2.6,0.039,1.5,
2019-09-09,22991,2019,9,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.5,0.00,,0.0000,0.00000,,0.0000,1.5,0.0000,0.00000,0.000,0.0,3.5,0.00,7.4,,,0.000,,0.0000,0.0000,0,0.000,6.0,0.897,0.006,73.0,1,,,0.000,0.000,0.0000000,,0.016,,,0.300,,0.00000,,0.000,7.7,0.000,0.002,,2.8,0.000,1046,23.8,1.478,2.4,0.025,,
2019-09-09,23123,2019,9,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.0,0.00,,0.0000,0.00000,,0.0000,0.9,0.0000,0.00000,0.000,0.0,3.4,0.00,5.1,,,0.000,,0.0000,0.0000,0,0.000,6.0,1.250,0.004,34.0,12,,,0.000,0.000,0.0000000,,0.071,,,0.400,,0.00000,,0.000,7.5,0.000,0.008,,5.6,0.000,2420,21.4,1.415,2.3,0.038,,
2019-10-14,23446,2019,10,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.4,,,,,,,0.9,,,,0.0,1.3,,4.2,,,,,,,0,,9.1,0.440,0.014,43.0,2,,,,,,,0.077,,,0.700,,,,,8.3,0.000,0.011,,2.0,,84,19.8,2.943,2.2,0.030,1.5,
2019-10-14,23582,2019,10,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.0,,,,,,,0.9,,,,0.0,0.6,,4.1,,,,,,,0,,8.1,0.770,0.015,46.0,4,,,,,,,0.176,,,0.800,,,,,8.0,0.000,0.002,,3.2,,1046,19.6,1.120,2.2,0.062,,
2019-10-14,23712,2019,10,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.5,,,,,,,0.7,,,,0.0,0.5,,3.9,,,,,,,0,,7.4,0.553,0.015,45.0,1,,,,,,,0.076,,,0.800,,,,,7.9,0.000,0.008,,4.0,,649,19.4,2.183,2.2,0.044,,
2019-11-11,23980,2019,11,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.4,,,,,,,1.2,,,,0.0,0.6,,2.0,,,,,,,0,,7.4,1.147,0.006,62.0,10,,,,,,,0.118,,,0.700,,,,,8.1,0.000,0.006,,2.8,,80,16.4,2.943,2.0,0.008,2.0,
2019-11-11,24118,2019,11,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.1,,,,,,,1.1,,,,0.0,0.9,,2.2,,,,,,,0,,7.4,1.564,0.007,61.0,3,,,,,,,0.146,,,0.700,,,,,7.8,0.000,0.006,,1.2,,14,16.3,1.588,1.8,0.012,,
2019-11-11,24250,2019,11,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.5,,,,,,,1.2,,,,0.0,0.2,,2.2,,,,,,,0,,7.4,1.087,0.011,61.0,1,,,,,,,0.177,,,0.700,,,,,7.7,0.000,0.005,,2.0,,14,16.3,2.183,1.9,0.012,,
2019-12-09,24519,2019,12,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.4,0.00,,0.0000,0.00000,,,0.6,,0.00000,,0.0,0.8,0.00,1.4,,,0.000,,,,0,,8.1,1.453,0.003,75.0,0,,,,,0.0000000,,0.027,,,0.700,,0.00000,,,7.4,0.000,0.006,,2.0,,5,10.7,1.772,1.4,0.014,3.0,
2019-12-09,24655,2019,12,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.1,0.00,,0.0000,0.00000,,,0.6,,0.00000,,0.0,0.7,0.00,1.7,,,0.000,,,,0,,7.9,1.594,0.009,74.0,0,,,,,0.0000000,,0.034,,,0.700,,0.00000,,,7.2,0.000,0.005,,1.6,,1,10.6,1.699,1.6,0.015,,
2019-12-09,24788,2019,12,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,10.1,0.00,,0.0000,0.00000,,,0.8,,0.00000,,0.0,1.7,0.00,2.8,,,0.000,,,,0,,7.9,1.088,0.006,70.0,1,,,,,0.0000000,,0.014,,,0.700,,0.00000,,,7.3,0.000,0.002,,2.0,,2,10.0,1.171,2.5,0.008,,
2020-01-13,25078,2020,1,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,1.6,,,,0.0,1.0,,2.2,,,,,,,0,,7.3,1.342,0.001,82.0,1,,,,,,,0.267,,,1.000,,,,,7.4,0.000,0.001,,0.8,,67,6.4,1.530,2.1,0.002,2.5,
2020-01-13,25218,2020,1,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,,,,,,,1.7,,,,0.0,0.4,,2.5,,,,,,,0,,7.6,1.180,0.008,84.0,1,,,,,,,0.029,,,1.000,,,,,7.5,0.000,0.002,,0.8,,108,6.3,2.173,1.8,0.008,,
2020-01-13,25352,2020,1,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,10.0,,,,,,,1.5,,,,0.0,0.9,,2.4,,,,,,,0,,7.7,1.254,0.003,87.0,1,,,,,,,0.091,,,1.000,,,,,7.6,0.000,0.002,,1.2,,225,6.1,1.635,1.9,0.007,,
2020-02-03,25545,2020,2,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.5,,,,,,,1.4,,,,0.0,0.4,,2.3,,,,,,,0,,10.3,1.205,0.000,110.0,1,,,,,,,0.010,,,1.200,,,,,7.6,0.000,0.001,,1.6,,6,6.4,1.301,1.4,0.004,3.0,
2020-02-03,25688,2020,2,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,,,,,,,1.8,,,,0.0,0.4,,3.1,,,,,,,0,,10.1,1.134,0.012,113.0,1,,,,,,,0.057,,,1.300,,,,,7.6,0.000,0.003,,2.0,,4,6.3,1.428,1.7,0.015,,
