¡∂ªÁ¿œ,∫–∑˘,¡ˆ¡°∏Ì,√§ºˆ¿ßƒ°,¡∂ªÁ¿œ,ºˆø¬,pH,DO,≈ı∏Ìµµ,≈πµµ,Chl-a ,¿Ø«ÿ≥≤¡∂∑˘ºº∆˜ºˆ,Microcystis,Anabaena,Oscillatoria,Aphanizomenon,¡ˆø¿Ω∫πŒ,2MIB,Microcystin-LR 
2018-07-23,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.07.23,31.2,8.4,13.2,,,156.1,467.0,14.0,0.0,453.0,0.0,4,8,0
2018-07-26,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.07.26,31.7,8.3,12.8,,,166.8,868.0,267.0,24.0,577.0,0.0,6,8,0
2018-07-30,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.07.30,32.4,8.7,13.3,,,150.6,417.0,291.0,27.0,99.0,0.0,3,9,0
2018-08-02,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.02,32.3,8.0,11.9,,,160.2,420.0,367.0,14.0,39.0,0.0,2,7,0
2018-08-06,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.06,32.5,8.6,12.5,,,174.7,465.0,320.0,14.0,131.0,0.0,5,11,0
2018-08-09,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.09,32.1,8.5,13.8,,,168.5,1153.0,198.0,0.0,944.0,11.0,6,15,0
2018-08-13,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.13,31.5,7.9,9.5,,,54.6,342.0,205.0,0.0,137.0,0.0,5,11,0
2018-08-16,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.16,30.6,7.7,8.2,,,36.8,376.0,34.0,0.0,342.0,0.0,6,20,0
2018-08-20,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.20,29.8,8.4,10.2,,,85.3,805.0,236.0,0.0,569.0,0.0,5,11,0
2018-08-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.08.28,24.3,6.9,6.7,,,5.6,0.0,0.0,0.0,0.0,0.0,6,6,0
2018-09-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.09.03,25.8,7.1,5.1,,,2.6,0.0,0.0,0.0,0.0,0.0,4,6,0
2018-09-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.09.10,24.8,7.1,5.2,,,15.7,0.0,0.0,0.0,0.0,0.0,5,6,0
2018-09-17,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.09.17,25.1,7.4,7.2,,,54.3,146.0,112.0,34.0,0.0,0.0,7,7,∫–ºÆ¡ﬂ
2018-09-27,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.09.27,22.3,7.6,10.0,,,41.4,304.0,304.0,0.0,0.0,0.0,9,9,0
2018-10-01,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.10.01,21.2,7.2,10.2,,,72.8,286.0,286.0,0.0,0.0,0.0,12,9,0
2018-10-08,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.10.08,19.7,7.1,6.3,,,6.2,66.0,0.0,24.0,0.0,42.0,7,9,0
2018-10-15,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.10.15,18.1,7.4,8.8,,,27.3,23.0,0.0,0.0,0.0,23.0,8,5,0
2018-10-22,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.10.22,17.1,7.5,9.5,,,26.3,0.0,0.0,0.0,0.0,0.0,7,5,
2018-10-29,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.10.29,16.0,7.4,8.5,,,36.2,0.0,0.0,0.0,0.0,0.0,10,6,
2018-11-05,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.11.05,14.6,7.8,9.7,,,31.8,0.0,0.0,0.0,0.0,0.0,10,8,
2018-11-12,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.11.12,15.1,7.5,6.0,,,36.9,0.0,0.0,0.0,0.0,0.0,9,13,
2018-11-19,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.11.19,12.8,7.9,11.6,,,73.2,0.0,0.0,0.0,0.0,0.0,9,7,0
2018-11-26,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.11.26,11.1,7.8,11.5,,,85.5,0.0,0.0,0.0,0.0,0.0,10,7,0
2018-12-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.12.03,12.0,8.0,12.1,,,77.5,0.0,0.0,0.0,0.0,0.0,12,7,0
2018-12-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.12.10,6.0,7.9,11.2,,,74,0.0,0.0,0.0,0.0,0.0,7,5,0
2018-12-17,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.12.17,6.7,7.9,12.3,,,45.8,0.0,0.0,0.0,0.0,0.0,7,4,0
2018-12-24,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2018.12.24,8.9,7.8,11.1,,,∫–ºÆ¡ﬂ,0.0,0.0,0.0,0.0,0.0,9,5,0
2019-01-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.01.03,,,,,,,,,,,,,,
2019-01-07,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.01.07,6.0,8.2,12.5,,,31.4,0.0,0.0,0.0,0.0,0.0,6,3,0
2019-01-14,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.01.14,7.6,7.5,12.1,,,44.7,0.0,0.0,0.0,0.0,0.0,8,3,0
2019-01-21,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.01.21,6.8,7.6,12.1,,,32.4,0.0,0.0,0.0,0.0,0.0,6,2,0
2019-01-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.01.28,6.5,7.8,13.3,,,59.6,0.0,0.0,0.0,0.0,0.0,9,2,0
2019-02-07,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.07,8.1,7.4,8.9,,,99.0,0.0,0.0,0.0,0.0,0.0,10,7,0
2019-02-11,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.11,5.9,8.1,13.5,,,121.4,34.0,0.0,0.0,34.0,0.0,15,5,0
2019-02-14,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.14,6.5,8.3,14.3,,,126.1,0.0,0.0,0.0,0.0,0.0,16,6,0
2019-02-18,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.18,7.0,7.7,15.6,,,92.2,0.0,0.0,0.0,0.0,0.0,12,4,0
2019-02-21,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.21,7.4,7.4,7.5,,,54.7,0.0,0.0,0.0,0.0,0.0,13,7,0
2019-02-25,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.25,9.0,8.0,11.6,,,148.2,0.0,0.0,0.0,0.0,0.0,17,6,0
2019-02-27,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.02.27,10.1,7.9,13.4,,,71.7,0.0,0.0,0.0,0.0,0.0,21,9,0
2019-03-04,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.03.04,12.0,7.6,12.8,,,68.1,0.0,0.0,0.0,0.0,0.0,20,6,0
2019-03-07,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.03.07,12.3,7.8,12.6,,,79.6,0.0,0.0,0.0,0.0,0.0,24,5,0
2019-03-11,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.03.11,12.1,7.5,8.7,,,76.8,0.0,0.0,0.0,0.0,0.0,31,5,0
2019-03-18,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.03.18,12.1,7.8,12.1,,,80.5,0.0,0.0,0.0,0.0,0.0,22,8,0
2019-03-25,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.03.25,11.8,8.1,8.0,,,41.4,0.0,0.0,0.0,0.0,0.0,16,6,0
2019-04-01,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.04.01,12.2,8.1,8.6,,,24.1,0.0,0.0,0.0,0.0,0.0,16,8,0
2019-04-08,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.04.08,14.8,8.2,7.9,,,26.0,0.0,0.0,0.0,0.0,0.0,14,13,0
2019-04-15,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.04.15,13.7,9.0,11.8,,,84.0,0.0,0.0,0.0,0.0,0.0,8,7,0
2019-04-22,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.04.22,20.2,8.4,10.1,,,70.5,0.0,0.0,0.0,0.0,0.0,10,13,0
2019-04-30,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.04.30,15.6,7.8,6.8,,,16.2,0.0,0.0,0.0,0.0,0.0,7,6,0
2019-05-07,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.05.07,19.4,8.6,10.1,,,41.1,0.0,0.0,0.0,0.0,0.0,9,13,0
2019-05-13,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.05.13,21.6,7.5,12.4,,,79.0,0.0,0.0,0.0,0.0,0.0,12,9,0
2019-05-20,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.05.20,20.9,7.3,5.6,,,42.5,0.0,0.0,0.0,0.0,0.0,8,11,0
2019-05-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.05.28,20.4,7.0,4.3,,,35.9,0.0,0.0,0.0,0.0,0.0,6,10,0
2019-06-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.06.03,22.9,7.6,8.4,,,68.7,0.0,0.0,0.0,0.0,0.0,5,6,0
2019-06-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.06.10,24.1,7.7,4.7,,,34.6,0.0,0.0,0.0,0.0,0.0,5,6,0
2019-06-17,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.06.17,24.4,8.2,8.2,,,77.6,0.0,0.0,0.0,0.0,0.0,4,4,0
2019-06-24,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.06.24,26.0,7.9,4.8,,,74.7,48.0,48.0,0.0,0.0,0.0,6,7,0
2019-07-02,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.07.02,24.3,7.2,3.8,,,8.3,0.0,0.0,0.0,0.0,0.0,8,9,0
2019-07-08,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.07.08,27.1,7.3,6.7,,,67.1,164.0,164.0,0.0,0.0,0.0,6,6,0
2019-07-15,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.07.15,26.4,8.7,7.4,,,63.7,46.0,46.0,0.0,0.0,0.0,4,6,0
2019-07-23,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.07.23,26.6,8.1,4.7,,,5.9,0.0,0.0,0.0,0.0,0.0,7,8,0
2019-07-29,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.07.29,26.1,7.4,5.7,,,4.3,24.0,0.0,0.0,0.0,24.0,5,6,0
2019-08-05,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.08.05,30.2,7.7,8.6,,,65.4,0.0,0.0,0.0,0.0,0.0,6,9,0
2019-08-12,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.08.12,27.3,7.2,4.6,,,22.1,0.0,0.0,0.0,0.0,0.0,7,10,0
2019-08-19,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.08.19,28.7,8.1,10.5,,,106.9,0.0,0.0,0.0,0.0,0.0,10,9,∫–ºÆ¡ﬂ
2019-08-26,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.08.26,26.0,7.3,6.8,,,15.3,1994.0,1994.0,0.0,0.0,0.0,4,6,0
2019-09-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.09.03,24.3,7.3,7.7,,,40.7,34.0,34.0,0.0,0.0,0.0,10,8,0
2019-09-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.09.10,25.8,7.2,5.4,,,5.4,54.0,54.0,0.0,0.0,0.0,9,8,0
2019-09-16,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.09.16,27.3,8.0,10.1,,,43.8,761.0,733.0,28.0,0.0,0.0,7,7,0.3
2019-09-24,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.09.24,20.0,7.3,7.0,,,4.2,74.0,74.0,0.0,0.0,0.0,7,7,0
2019-09-30,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.09.30,25.0,7.4,8.7,,,47.8,4025.0,3814.0,211.0,0.0,0.0,6,35,0.3
2019-10-07,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.10.07,21.3,7.5,7.3,,,3.2,147.0,147.0,0.0,0.0,0.0,10,7,0
2019-10-14,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.10.14,20.3,7.6,8.8,,,29.4,2603.0,2603.0,0.0,0.0,0.0,7,6,0
2019-10-21,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.10.21,19.7,7.9,12.1,,,65.9,28.0,28.0,0.0,0.0,0.0,11,10,0
2019-10-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.10.28,17.1,8.2,12.7,,,88.7,0.0,0.0,0.0,0.0,0.0,15,10,0
2019-11-04,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.11.04,17.5,7.9,11.9,,,86.0,0.0,0.0,0.0,0.0,0.0,13,8,0
2019-11-11,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.11.11,14.8,7.6,9.6,,,26.9,0.0,0.0,0.0,0.0,0.0,11,5,0
2019-11-18,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.11.18,14.1,7.5,8.0,,,32.8,0.0,0.0,0.0,0.0,0.0,14,7,0
2019-11-25,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.11.25,13.2,7.7,11.5,,,62.2,0.0,0.0,0.0,0.0,0.0,13,7,0
2019-12-09,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.12.09,8.0,7.7,15.5,,,99.5,0.0,0.0,0.0,0.0,0.0,18,4,0
2019-12-11,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.12.11,9.1,7.7,14.8,,,101.7,0.0,0.0,0.0,0.0,0.0,11,5,0
2019-12-16,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.12.16,9.1,7.7,14.6,,,74.6,0.0,0.0,0.0,0.0,0.0,11,5,0
2019-12-19,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.12.19,9.7,7.6,12.0,,,68.8,0.0,0.0,0.0,0.0,0.0,12,4,0
2019-12-23,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2019.12.23,7.4,7.7,12.9,,,58.8,0.0,0.0,0.0,0.0,0.0,11,2,0
2020-01-06,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.01.06,7.5,7.5,13.5,,,69.7,0.0,0.0,0.0,0.0,0.0,19,10,0
2020-01-13,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.01.13,7.0,7.3,11.0,,,16.9,0.0,0.0,0.0,0.0,0.0,13,12,0
2020-01-20,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.01.20,6.8,7.2,10.3,,,20.9,0.0,0.0,0.0,0.0,0.0,14,6,0
2020-01-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.01.28,9.2,7.2,9.8,,,21.4,0.0,0.0,0.0,0.0,0.0,13,11,0
2020-02-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.02.03,8.6,7.2,12.9,,,28.3,0.0,0.0,0.0,0.0,0.0,16,9,0
2020-02-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.02.10,6.9,7.3,12.1,,,24.0,0.0,0.0,0.0,0.0,0.0,13,3,0
2020-02-18,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.02.18,7.7,7.4,10.2,,,45.3,0.0,0.0,0.0,0.0,0.0,13,32,0
2020-02-24,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.02.24,10.2,7.5,9.2,,,57.4,0.0,0.0,0.0,0.0,0.0,12,14,0
2020-03-02,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.03.02,10.2,7.6,11.2,,,27.9,0.0,0.0,0.0,0.0,0.0,11,7,0
2020-03-09,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.03.09,11.3,7.1,10.5,,,31.5,0.0,0.0,0.0,0.0,0.0,14,11,0
2020-03-16,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.03.16,11.1,7.6,13.6,,,88.4,0.0,0.0,0.0,0.0,0.0,10,5,0
2020-03-23,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.03.23,14.7,8.2,14.6,,,107.3,0.0,0.0,0.0,0.0,0.0,7,4,¡§∑Æ«—∞ËπÃ∏∏
2020-03-30,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.03.30,13.2,7.3,10.1,,,121.6,0.0,0.0,0.0,0.0,0.0,9,16,¡§∑Æ«—∞ËπÃ∏∏
2020-04-06,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.04.06,14.4,8.8,16.3,,,120.9,0.0,0.0,0.0,0.0,0.0,12,14,¡§∑Æ«—∞ËπÃ∏∏
2020-04-13,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.04.13,14.6,7.3,10.7,,,61.4,0.0,0.0,0.0,0.0,0.0,16,24,¡§∑Æ«—∞ËπÃ∏∏
2020-04-20,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.04.20,15.0,6.8,3.4,,,19.6,0.0,0.0,0.0,0.0,0.0,16,32,¡§∑Æ«—∞ËπÃ∏∏
2020-04-27,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.04.27,16.5,7.9,13.7,,,60.9,0.0,0.0,0.0,0.0,0.0,17,18,¡§∑Æ«—∞ËπÃ∏∏
2020-05-04,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.05.04,19.9,6.8,1.7,0.5,12.6,15.3,0.0,0.0,0.0,0.0,0.0,28,29,¡§∑Æ«—∞ËπÃ∏∏
2020-05-11,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.05.11,19.7,7.2,5.4,0.7,7.2,37.2,0.0,0.0,0.0,0.0,0.0,25,28,¡§∑Æ«—∞ËπÃ∏∏
2020-05-18,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.05.18,21.5,6.8,8.0,0.8,6.0,75.3,0.0,0.0,0.0,0.0,0.0,26,11,¡§∑Æ«—∞ËπÃ∏∏
2020-05-25,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.05.25,21.7,7.0,7.5,0.6,10.0,61.8,0.0,0.0,0.0,0.0,0.0,10,10,¡§∑Æ«—∞ËπÃ∏∏
2020-06-01,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.06.01,23.0,7.1,7.3,0.7,7.3,47.1,0.0,0.0,0.0,0.0,0.0,9,10,¡§∑Æ«—∞ËπÃ∏∏
2020-06-08,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.06.08,26.8,7.6,9.6,0.5,7.8,112.1,29.0,0.0,0.0,0.0,29.0,10,11,¡§∑Æ«—∞ËπÃ∏∏
2020-06-15,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.06.15,25.4,7.2,5.8,0.4,16.2,8.9,0.0,0.0,0.0,0.0,0.0,12,12,¡§∑Æ«—∞ËπÃ∏∏
2020-06-22,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.06.22,27.9,7.3,12.1,0.7,5.3,59.4,54.0,54.0,0.0,0.0,0.0,9,8,¡§∑Æ«—∞ËπÃ∏∏
2020-07-01,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.07.01,23.3,7.6,5.8,0.7,7.5,22.6,0.0,0.0,0.0,0.0,0.0,9,8,¡§∑Æ«—∞ËπÃ∏∏
2020-07-06,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.07.06,23.9,7.0,7.4,0.8,5.0,25.1,0.0,0.0,0.0,0.0,0.0,8,5,¡§∑Æ«—∞ËπÃ∏∏
2020-07-15,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.07.15,20.6,7.9,7.5,0.4,22.5,5.4,0.0,0.0,0.0,0.0,0.0,10,7,¡§∑Æ«—∞ËπÃ∏∏
2020-07-21,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.07.21,26.2,6.9,7.7,0.6,6.7,20.2,0.0,0.0,0.0,0.0,0.0,19,7,¡§∑Æ«—∞ËπÃ∏∏
2020-07-27,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.07.27,23.2,7.1,7.2,0.8,8.5,5.3,0.0,0.0,0.0,0.0,0.0,7,6,¡§∑Æ«—∞ËπÃ∏∏
2020-08-03,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.08.03,25.5,7.8,6.3,0.8,9.0,5.6,74.0,74.0,0.0,0.0,0.0,20,9,¡§∑Æ«—∞ËπÃ∏∏
2020-08-10,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.08.10,,,,,,,,,,,,,,
2020-08-19,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.08.19,30.0,7.8,8.8,0.7,5.3,63.1,0.0,0.0,0.0,0.0,0.0,9,11,¡§∑Æ«—∞ËπÃ∏∏
2020-08-24,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.08.24,29.8,7.1,8.4,0.7,6.7,45.9,98.0,77.0,0.0,0.0,21.0,9,7,¡§∑Æ«—∞ËπÃ∏∏
2020-09-01,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.09.01,28.3,6.7,5.9,0.2,47.1,25.6,0.0,0.0,0.0,0.0,0.0,9,7,∫–ºÆ¡ﬂ
2020-09-08,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.09.08,21.6,7.1,7.5,0.4,21.5,4.6,19.0,19.0,0.0,0.0,0.0,8,6,¡§∑Æ«—∞ËπÃ∏∏
2020-09-14,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.09.14,23.4,7.2,7.2,0.8,8.4,5.3,45.0,45.0,0.0,0.0,0.0,10,10,¡§∑Æ«—∞ËπÃ∏∏
2020-09-21,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.09.21,23.5,8.2,12.2,0.7,4.6,67.3,332.0,310.0,22.0,0.0,0.0,16,8,¡§∑Æ«—∞ËπÃ∏∏
2020-09-28,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.09.28,24.3,9.3,16.3,0.6,5.2,148.1,165.0,97.0,68.0,0.0,0.0,15,8,¡§∑Æ«—∞ËπÃ∏∏
2020-10-05,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.10.05,22.2,8.2,10.6,0.6,7.7,192.7,28.0,28.0,0.0,0.0,0.0,15,10,¡§∑Æ«—∞ËπÃ∏∏
2020-10-12,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.10.12,21.4,9.0,14.5,0.5,7.2,214.7,118.0,118.0,0.0,0.0,0.0,10,10,¡§∑Æ«—∞ËπÃ∏∏
2020-10-19,«œ√µ,Ω¬√Ã∫∏,±§ªÍ,2020.10.19,17.7,8.2,13.1,0.3,8.1,147.6,128.0,128.0,0.0,0.0,0.0,5,7,
